,Player,All_NBA,All-Star,Draft_Yr,Pk,Team,College,Yrs,Games,Minutes Played,PTS,TRB,AST,FG_Percentage,TP_Percentage,FT_Percentage,Minutes per Game,Points per Game,TRB per game,Assits per Game,Win Share,WS_per_game,BPM,VORP,Executive,Tenure,attend_college,Exec_id,Exec_draft_exp
496,Tristan Thompson,0,0,2011,4,CLE,University of Texas at Austin,5,388,11045,3748,3311,308,0.502,0,0.63,28.5,9.7,8.5,0.8,27.6,0.12,-1,2.9,Chris Grant,1343 days 00:00:00.000000000,1,61,32
497,Justin Harper,0,0,2011,32,CLE,University of Richmond,2,19,119,33,13,2,0.317,0.273,0.333,6.3,1.7,0.7,0.1,-0.2,-0.091,-8.3,-0.2,Chris Grant,1343 days 00:00:00.000000000,1,61,32
498,Milan Macvan,0,0,2011,54,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chris Grant,1343 days 00:00:00.000000000,0,61,32
3773,Dion Waiters,0,0,2012,4,CLE,Syracuse University,4,289,8188,3709,738,709,0.411,0.334,0.707,28.3,12.8,2.6,2.5,5.8,0.034,-2.7,-1.5,Chris Grant,1343 days 00:00:00.000000000,1,61,33
3774,Jared Cunningham,0,0,2012,24,CLE,Oregon State University,4,84,605,197,56,39,0.347,0.306,0.674,7.2,2.3,0.7,0.5,0.2,0.017,-5.9,-0.6,Chris Grant,1343 days 00:00:00.000000000,1,61,33
3775,Bernard James,0,0,2012,33,CLE,Florida State University,3,92,761,203,212,13,0.497,0,0.68,8.3,2.2,2.3,0.1,1.9,0.117,-1.1,0.2,Chris Grant,1343 days 00:00:00.000000000,1,61,33
3776,Jae Crowder,0,0,2012,34,CLE,Marquette University,4,311,6562,2414,1047,383,0.426,0.324,0.774,21.1,7.8,3.4,1.2,15.1,0.11,1.1,5.2,Chris Grant,1343 days 00:00:00.000000000,1,61,33
3815,Anthony Bennett,0,0,2013,1,CLE,"University of Nevada, Las Vegas",3,128,1641,543,394,65,0.388,0.256,0.657,12.8,4.2,3.1,0.5,0,0.001,-6,-1.7,Chris Grant,1343 days 00:00:00.000000000,1,61,34
3816,Sergey Karasev,0,0,2013,19,CLE,0,3,95,1110,287,140,87,0.395,0.282,0.842,11.7,3,1.5,0.9,0.8,0.036,-3.1,-0.3,Chris Grant,1343 days 00:00:00.000000000,0,61,34
3817,Allen Crabbe,0,0,2013,31,CLE,University of California,3,147,2888,1033,298,144,0.447,0.385,0.85,19.6,7,2,1,5.6,0.094,-0.7,0.9,Chris Grant,1343 days 00:00:00.000000000,1,61,34
3818,Carrick Felix,0,0,2013,33,CLE,Arizona State University,1,7,38,19,6,4,0.5,0.4,0.75,5.4,2.7,0.9,0.6,0,0.057,-4.7,0,Chris Grant,1343 days 00:00:00.000000000,1,61,34
3381,Andris Biedrins,0,0,2004,11,GSW,0,10,516,11146,3247,3631,467,0.594,0,0.5,21.6,6.3,7,0.9,30.7,0.132,1.1,8.6,Chris Mullin,1845 days 00:00:00.000000000,0,132,18
3432,Ike Diogu,0,0,2005,9,GSW,Arizona State University,6,225,2795,1348,689,69,0.509,0.5,0.786,12.4,6,3.1,0.3,6.5,0.112,-4.8,-2,Chris Mullin,1845 days 00:00:00.000000000,1,132,16
3433,Monta Ellis,0,0,2005,40,GSW,0,11,759,27013,14228,2670,3620,0.451,0.313,0.774,35.6,18.7,3.5,4.8,40.9,0.073,-0.2,12.5,Chris Mullin,1845 days 00:00:00.000000000,0,132,16
3434,Chris Taft,0,0,2005,42,GSW,University of Pittsburgh,1,17,144,47,36,2,0.605,0,0.167,8.5,2.8,2.1,0.1,0.5,0.155,-1.3,0,Chris Mullin,1845 days 00:00:00.000000000,1,132,16
3480,Patrick O'Bryant,0,0,2006,9,GSW,Bradley University,4,90,524,186,127,25,0.494,0,0.583,5.8,2.1,1.4,0.3,0.5,0.046,-3.1,-0.2,Chris Mullin,1845 days 00:00:00.000000000,1,132,24
3481,Kosta Perovic,0,0,2006,38,GSW,0,1,7,38,10,13,1,0.3,0,0.667,5.4,1.4,1.9,0.1,0,0.06,-6.7,0,Chris Mullin,1845 days 00:00:00.000000000,0,132,24
3545,Marco Belinelli,0,0,2007,18,GSW,0,9,570,13125,5429,1143,933,0.424,0.379,0.821,23,9.5,2,1.6,20.2,0.074,-1.6,1.2,Chris Mullin,1845 days 00:00:00.000000000,0,132,31
3546,Jermareo Davidson,0,0,2007,36,GSW,University of Alabama,2,52,433,162,96,14,0.425,0,0.578,8.3,3.1,1.8,0.3,0,0,-7.6,-0.6,Chris Mullin,1845 days 00:00:00.000000000,1,132,31
3547,Stephane Lasme,0,0,2007,46,GSW,University of Massachusetts Amherst,1,16,303,83,53,3,0.451,0,0.594,18.9,5.2,3.3,0.2,0.3,0.041,-2.8,-0.1,Chris Mullin,1845 days 00:00:00.000000000,1,132,31
3584,Anthony Randolph,0,0,2008,14,GSW,Louisiana State University,6,252,3841,1789,1078,187,0.453,0.241,0.74,15.2,7.1,4.3,0.7,5.8,0.072,-2.1,-0.1,Chris Mullin,1845 days 00:00:00.000000000,1,132,37
3585,Richard Hendrix,0,0,2008,49,GSW,University of Alabama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chris Mullin,1845 days 00:00:00.000000000,1,132,37
325,Kevin Love,2,3,2008,5,MEM,"University of California, Los Angeles",8,516,16889,9451,5946,1252,0.444,0.363,0.815,32.7,18.3,11.5,2.4,64.2,0.182,3.2,22.1,Chris Wallace,1964 days 00:00:00.000000000,1,47,37
326,Donte Greene,0,0,2008,28,MEM,Syracuse University,4,253,4259,1541,600,183,0.406,0.304,0.701,16.8,6.1,2.4,0.7,1.5,0.017,-3.8,-2,Chris Wallace,1964 days 00:00:00.000000000,1,47,37
566,Joe Johnson,1,7,2001,10,BOS,University of Arkansas,15,1143,41186,19318,4644,4774,0.442,0.372,0.801,36,16.9,4.1,4.2,78.1,0.091,0.5,26.2,Chris Wallace,851 days 00:00:00.000000000,1,47,29
567,Kedrick Brown,0,0,2001,11,BOS,Okaloosa-Walton Community College,4,143,1935,509,347,103,0.405,0.274,0.64,13.5,3.6,2.4,0.7,3,0.074,-2.2,-0.1,Chris Wallace,851 days 00:00:00.000000000,1,47,29
568,Joseph Forte,0,0,2001,21,BOS,University of North Carolina,2,25,125,30,17,17,0.234,0,0.8,5,1.2,0.7,0.7,-0.4,-0.166,-10.1,-0.3,Chris Wallace,851 days 00:00:00.000000000,1,47,29
3309,Darius Songaila,0,0,2002,49,BOS,Wake Forest University,8,495,9229,3415,1689,589,0.499,0.158,0.844,18.6,6.9,3.4,1.2,15.9,0.083,-1.7,0.7,Chris Wallace,851 days 00:00:00.000000000,1,47,25
3523,Mike Conley,0,0,2007,4,MEM,Ohio State University,9,637,20693,8635,1820,3578,0.44,0.373,0.806,32.5,13.6,2.9,5.6,52.8,0.123,1.5,18,Chris Wallace,1964 days 00:00:00.000000000,1,47,31
3609,Hasheem Thabeet,0,0,2009,2,MEM,University of Connecticut,5,224,2357,483,595,27,0.567,0,0.578,10.5,2.2,2.7,0.1,4.8,0.099,-1.4,0.4,Chris Wallace,1964 days 00:00:00.000000000,1,47,38
3610,DeMarre Carroll,0,0,2009,27,MEM,University of Missouri,7,342,7620,2698,1296,395,0.453,0.369,0.721,22.3,7.9,3.8,1.2,18.2,0.115,1.3,6.3,Chris Wallace,1964 days 00:00:00.000000000,1,47,38
3611,Sam Young,0,0,2009,36,MEM,University of Pittsburgh,4,249,3966,1436,573,180,0.442,0.28,0.742,15.9,5.8,2.3,0.7,5.2,0.063,-2.9,-0.9,Chris Wallace,1964 days 00:00:00.000000000,1,47,38
3686,Xavier Henry,0,0,2010,12,MEM,University of Kansas,5,185,2905,1050,351,120,0.406,0.325,0.635,15.7,5.7,1.9,0.6,0.8,0.013,-5.1,-2.3,Chris Wallace,1964 days 00:00:00.000000000,1,47,39
3687,Dominique Jones,0,0,2010,25,MEM,University of South Florida,3,80,741,246,114,144,0.366,0.095,0.729,9.3,3.1,1.4,1.8,0.3,0.017,-3.6,-0.3,Chris Wallace,1964 days 00:00:00.000000000,1,47,39
3688,Greivis Vasquez,0,0,2010,28,MEM,University of Maryland,6,398,9481,3584,1019,1930,0.418,0.349,0.817,23.8,9,2.6,4.8,12.6,0.064,-1.5,1.2,Chris Wallace,1964 days 00:00:00.000000000,1,47,39
3769,Josh Selby,0,0,2011,49,MEM,University of Kansas,2,38,296,83,20,34,0.33,0.143,0.72,7.8,2.2,0.5,0.9,-0.7,-0.113,-10.1,-0.6,Chris Wallace,1964 days 00:00:00.000000000,1,47,32
3803,Tony Wroten,0,0,2012,25,MEM,University of Washington,4,145,3076,1604,363,437,0.413,0.231,0.647,21.2,11.1,2.5,3,-1.3,-0.021,-4.1,-1.6,Chris Wallace,1964 days 00:00:00.000000000,1,47,33
3915,Jordan Adams,0,0,2014,22,MEM,"University of California, Los Angeles",2,32,263,101,30,19,0.402,0.385,0.607,8.2,3.2,0.9,0.6,0.4,0.07,-0.5,0.1,Chris Wallace,865 days 00:00:00.000000000,1,47,40
3978,Jarell Martin,0,0,2015,25,MEM,Louisiana State University,1,27,380,153,86,15,0.466,0,0.726,14.1,5.7,3.2,0.6,0.8,0.1,-3.2,-0.1,Chris Wallace,865 days 00:00:00.000000000,1,47,35
3070,Raef LaFrentz,0,0,1998,3,DEN,University of Kansas,10,563,14545,5690,3423,606,0.466,0.363,0.711,25.8,10.1,6.1,1.1,39.4,0.13,1.5,12.8,Dan Issel,1233 days 00:00:00.000000000,1,128,26
3071,Tyronn Lue,0,0,1998,23,DEN,University of Nebraska,11,554,12564,4710,943,1727,0.437,0.391,0.829,22.7,8.5,1.7,3.1,19.7,0.075,-2.8,-2.5,Dan Issel,1233 days 00:00:00.000000000,1,128,26
3072,Tremaine Fowlkes,0,0,1998,54,DEN,"California State University, Fresno",4,103,1233,301,228,54,0.409,0.2,0.791,12,2.9,2.2,0.5,2.1,0.08,-2.1,0,Dan Issel,1233 days 00:00:00.000000000,1,128,26
3073,Ryan Bowen,0,0,1998,55,DEN,University of Iowa,10,507,6502,1319,1060,250,0.456,0.206,0.693,12.8,2.6,2.1,0.5,12.4,0.092,0,3.3,Dan Issel,1233 days 00:00:00.000000000,1,128,26
3143,James Posey,0,0,1999,18,DEN,Xavier University,12,864,23260,7419,4061,1413,0.41,0.349,0.82,26.9,8.6,4.7,1.6,51.6,0.107,1.2,18.8,Dan Issel,1233 days 00:00:00.000000000,1,128,27
3144,Chris Herren,0,0,1999,33,DEN,"California State University, Fresno",2,70,1005,224,73,167,0.336,0.328,0.692,14.4,3.2,1,2.4,0.5,0.025,-5.6,-0.9,Dan Issel,1233 days 00:00:00.000000000,1,128,27
3145,Francisco Elson,0,0,1999,41,DEN,University of California,9,472,7207,1726,1638,260,0.478,0.188,0.7,15.3,3.7,3.5,0.6,11.7,0.078,-1.6,0.8,Dan Issel,1233 days 00:00:00.000000000,1,128,27
3212,Mamadou N'Diaye,0,0,2000,26,DEN,Auburn University,5,69,858,262,225,8,0.427,0,0.736,12.4,3.8,3.3,0.1,1.8,0.101,-5.3,-0.7,Dan Issel,1233 days 00:00:00.000000000,1,128,28
3213,Dan McClintock,0,0,2000,53,DEN,Northern Arizona University,1,6,58,18,17,1,0.5,0,0,9.7,3,2.8,0.2,0,0.007,-6.6,-0.1,Dan Issel,1233 days 00:00:00.000000000,1,128,28
3263,Ousmane Cisse,0,0,2001,46,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dan Issel,1233 days 00:00:00.000000000,0,128,29
3338,Troy Bell,0,0,2003,16,BOS,Boston College,1,6,34,11,4,4,0.222,0,1,5.7,1.8,0.7,0.7,-0.2,-0.326,-14.4,-0.1,Danny Ainge,4893 days 00:00:00.000000000,1,130,30
3339,Dahntay Jones,0,0,2003,20,BOS,Duke University,12,623,9787,3344,1080,528,0.439,0.331,0.751,15.7,5.4,1.7,0.8,9.9,0.048,-3.6,-4.1,Danny Ainge,4893 days 00:00:00.000000000,1,130,30
3340,Brandon Hunter,0,0,2003,56,BOS,Ohio University,2,67,630,220,187,22,0.476,0,0.488,9.4,3.3,2.8,0.3,0.7,0.055,-5.4,-0.5,Danny Ainge,4893 days 00:00:00.000000000,1,130,30
3391,Al Jefferson,0,0,2004,15,BOS,0,12,813,24884,13556,7269,1260,0.498,0.129,0.707,30.6,16.7,8.9,1.5,67.1,0.129,0.4,15.1,Danny Ainge,4893 days 00:00:00.000000000,0,130,18
3392,Delonte West,0,0,2004,24,BOS,Saint Joseph's University,8,432,11842,4198,1265,1540,0.448,0.372,0.826,27.4,9.7,2.9,3.6,24.5,0.099,0.5,7.6,Danny Ainge,4893 days 00:00:00.000000000,1,130,18
3393,Tony Allen,0,0,2004,25,BOS,Oklahoma State University,12,727,15868,5908,2446,970,0.477,0.28,0.718,21.8,8.1,3.4,1.3,35.5,0.107,1.2,12.6,Danny Ainge,4893 days 00:00:00.000000000,1,130,18
3394,Justin Reed,0,0,2004,40,BOS,University of Mississippi,3,136,1436,472,186,68,0.404,0,0.752,10.6,3.5,1.4,0.5,0.5,0.016,-5.9,-1.4,Danny Ainge,4893 days 00:00:00.000000000,1,130,18
3446,Gerald Green,0,0,2005,18,BOS,0,9,497,10086,4978,1240,498,0.421,0.361,0.815,20.3,10,2.5,1,13.9,0.066,-2.3,-0.7,Danny Ainge,4893 days 00:00:00.000000000,0,130,16
3447,Ryan Gomes,0,0,2005,50,BOS,Providence College,8,487,13463,4926,2239,712,0.445,0.349,0.799,27.6,10.1,4.6,1.5,19.4,0.069,-1.3,2.3,Danny Ainge,4893 days 00:00:00.000000000,1,130,16
3448,Orien Greene,0,0,2005,53,BOS,University of Louisiana at Lafayette,4,131,1555,326,195,155,0.387,0.212,0.642,11.9,2.5,1.5,1.2,-0.7,-0.022,-3.8,-0.7,Danny Ainge,4893 days 00:00:00.000000000,1,130,16
3477,Randy Foye,0,0,2006,7,BOS,Villanova University,10,683,17995,7372,1531,1977,0.402,0.369,0.851,26.3,10.8,2.2,2.9,23.3,0.062,-1.1,4,Danny Ainge,4893 days 00:00:00.000000000,1,130,24
3524,Jeff Green,0,0,2007,5,BOS,Georgetown University,8,636,20360,8890,3106,1054,0.438,0.339,0.786,32,14,4.9,1.7,32,0.075,-1,4.9,Danny Ainge,4893 days 00:00:00.000000000,1,130,31
3525,Gabe Pruitt,0,0,2007,32,BOS,University of Southern California,2,62,461,125,51,52,0.321,0.283,0.783,7.4,2,0.8,0.8,0.4,0.043,-3.1,-0.1,Danny Ainge,4893 days 00:00:00.000000000,1,130,31
3605,J.R. Giddens,0,0,2008,30,BOS,University of New Mexico,2,38,247,73,54,13,0.476,0,0.565,6.5,1.9,1.4,0.3,0.1,0.027,-4.6,-0.2,Danny Ainge,4893 days 00:00:00.000000000,1,130,37
3606,Semih Erden,0,0,2008,60,BOS,0,2,69,928,262,190,29,0.546,0,0.594,13.4,3.8,2.8,0.4,1.8,0.094,-2,0,Danny Ainge,4893 days 00:00:00.000000000,0,130,37
3661,Marcus Thornton,0,0,2015,45,BOS,College of William & Mary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Danny Ainge,4893 days 00:00:00.000000000,1,130,35
3662,Terry Rozier,0,0,2015,16,BOS,University of Louisville,1,39,311,72,63,37,0.274,0.222,0.8,8,1.8,1.6,0.9,-0.3,-0.047,-6.6,-0.4,Danny Ainge,4893 days 00:00:00.000000000,1,130,35
3663,R.J. Hunter,0,0,2015,28,BOS,Georgia State University,1,36,315,97,37,13,0.367,0.302,0.857,8.8,2.7,1,0.4,0.3,0.045,-3.5,-0.1,Danny Ainge,4893 days 00:00:00.000000000,1,130,35
3664,Jordan Mickey,0,0,2015,33,BOS,Louisiana State University,1,16,57,21,13,1,0.364,0,0.5,3.6,1.3,0.8,0.1,0.1,0.068,-3.2,0,Danny Ainge,4893 days 00:00:00.000000000,1,130,35
3665,Lester Hudson,0,0,2009,58,BOS,University of Tennessee at Martin,4,57,594,268,77,71,0.375,0.277,0.806,10.4,4.7,1.4,1.2,0.2,0.016,-2.7,-0.1,Danny Ainge,4893 days 00:00:00.000000000,1,130,38
3700,Avery Bradley,0,0,2010,19,BOS,University of Texas at Austin,6,358,9784,4114,930,581,0.438,0.36,0.781,27.3,11.5,2.6,1.6,11.3,0.056,-1.6,1.1,Danny Ainge,4893 days 00:00:00.000000000,1,130,39
3701,Luke Harangody,0,0,2010,52,BOS,University of Notre Dame,2,70,871,253,196,36,0.376,0.241,0.737,12.4,3.6,2.8,0.5,0.9,0.048,-3.3,-0.3,Danny Ainge,4893 days 00:00:00.000000000,1,130,39
3749,MarShon Brooks,0,0,2011,25,BOS,Providence College,3,164,2876,1261,358,232,0.442,0.326,0.748,17.5,7.7,2.2,1.4,2.5,0.041,-2.5,-0.4,Danny Ainge,4893 days 00:00:00.000000000,1,130,32
3750,E'Twaun Moore,0,0,2011,55,BOS,Purdue University,5,307,5286,1789,515,484,0.427,0.369,0.741,17.2,5.8,1.7,1.6,4.8,0.044,-2.5,-0.7,Danny Ainge,4893 days 00:00:00.000000000,1,130,32
3798,Jared Sullinger,0,0,2012,21,BOS,Ohio State University,4,258,6414,2856,1979,474,0.439,0.276,0.727,24.9,11.1,7.7,1.8,15.4,0.115,0.6,4.3,Danny Ainge,4893 days 00:00:00.000000000,1,130,33
3799,Fab Melo,0,0,2012,22,BOS,Syracuse University,1,6,36,7,3,0,0.5,0,0.25,6,1.2,0.5,0,0,0.021,-5.8,0,Danny Ainge,4893 days 00:00:00.000000000,1,130,33
3800,Kris Joseph,0,0,2012,51,BOS,Syracuse University,1,10,54,9,7,1,0.143,0,0.625,5.4,0.9,0.7,0.1,-0.1,-0.127,-10.5,-0.1,Danny Ainge,4893 days 00:00:00.000000000,1,130,33
3850,Lucas Nogueira,0,0,2013,16,BOS,0,2,35,248,71,57,8,0.577,0.333,0.526,7.1,2,1.6,0.2,0.7,0.133,1.4,0.2,Danny Ainge,4893 days 00:00:00.000000000,0,130,34
3887,Marcus Smart,0,0,2014,6,BOS,Oklahoma State University,2,128,3475,1081,477,393,0.357,0.296,0.72,27.1,8.4,3.7,3.1,5.8,0.08,0.9,2.6,Danny Ainge,4893 days 00:00:00.000000000,1,130,40
3888,James Young,0,0,2014,17,BOS,University of Kentucky,2,60,531,134,68,22,0.341,0.25,0.515,8.9,2.2,1.1,0.4,0.4,0.034,-4.1,-0.3,Danny Ainge,4893 days 00:00:00.000000000,1,130,40
3505,Shannon Brown,0,0,2006,25,CLE,Michigan State University,9,408,7329,3118,760,458,0.42,0.332,0.807,18,7.6,1.9,1.1,9.2,0.06,-2.3,-0.6,Danny Ferry,1803 days 00:00:00.000000000,1,138,24
3506,Daniel Gibson,0,0,2006,42,CLE,University of Texas at Austin,7,397,9316,3115,792,775,0.402,0.407,0.78,23.5,7.8,2,2,16,0.082,-1,2.3,Danny Ferry,1803 days 00:00:00.000000000,1,138,24
3507,Ejike Ugboaja,0,0,2006,55,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Danny Ferry,1803 days 00:00:00.000000000,0,138,24
3592,J.J. Hickson,0,0,2008,19,CLE,North Carolina State University,8,534,11925,5081,3639,449,0.505,0,0.617,22.3,9.5,6.8,0.8,21.9,0.088,-2.3,-0.9,Danny Ferry,1803 days 00:00:00.000000000,1,138,37
3652,Christian Eyenga,0,0,2009,30,CLE,0,2,51,1049,320,137,40,0.411,0.277,0.611,20.6,6.3,2.7,0.8,-0.4,-0.02,-4,-0.5,Danny Ferry,1803 days 00:00:00.000000000,0,138,38
3653,Danny Green,0,0,2009,46,CLE,University of North Carolina,7,402,9955,3658,1379,637,0.428,0.403,0.819,24.8,9.1,3.4,1.6,27,0.13,3.5,13.7,Danny Ferry,1803 days 00:00:00.000000000,1,138,38
3801,John Jenkins,0,0,2012,23,ATL,Vanderbilt University,4,141,1837,727,212,115,0.449,0.363,0.846,13,5.2,1.5,0.8,2.7,0.07,-3.6,-0.7,Danny Ferry,809 days 00:00:00.000000000,1,138,33
3802,Mike Scott,0,0,2012,43,ATL,University of Virginia,4,263,4127,1943,799,240,0.466,0.345,0.784,15.7,7.4,3,0.9,9.3,0.108,-2.2,-0.3,Danny Ferry,809 days 00:00:00.000000000,1,138,33
3851,Dennis Schroder,0,0,2013,17,ATL,0,3,206,3778,1830,428,759,0.419,0.324,0.795,18.3,8.9,2.1,3.7,3.9,0.05,-3,-0.9,Danny Ferry,809 days 00:00:00.000000000,0,138,34
3852,Shane Larkin,0,0,2013,18,ATL,University of Miami,3,202,4105,1168,398,639,0.43,0.328,0.762,20.3,5.8,2,3.2,3,0.035,-2.6,-0.6,Danny Ferry,809 days 00:00:00.000000000,1,138,34
3853,Raul Neto,0,0,2013,47,ATL,0,1,81,1499,476,120,174,0.431,0.395,0.743,18.5,5.9,1.5,2.1,1.8,0.058,-2.3,-0.1,Danny Ferry,809 days 00:00:00.000000000,0,138,34
3854,James Ennis,0,0,2013,50,ATL,"California State University, Long Beach",2,84,1380,471,218,69,0.431,0.373,0.813,16.4,5.6,2.6,0.8,2.8,0.099,-0.6,0.5,Danny Ferry,809 days 00:00:00.000000000,1,138,34
3905,Adreian Payne,0,0,2014,15,ATL,Michigan State University,2,84,1225,345,273,59,0.395,0.244,0.653,14.6,4.1,3.3,0.7,-1,-0.039,-6,-1.2,Danny Ferry,809 days 00:00:00.000000000,1,138,40
3906,Walter Tavares,0,0,2014,43,ATL,0,1,11,73,25,21,3,0.579,0,0.375,6.6,2.3,1.9,0.3,0.2,0.106,-2.3,0,Danny Ferry,809 days 00:00:00.000000000,0,138,40
3556,Aaron Brooks,0,0,2007,26,HOU,University of Oregon,8,548,12356,5862,993,1780,0.413,0.37,0.84,22.5,10.7,1.8,3.2,18.8,0.073,-1.5,1.5,Daryl Morey,3435 days 00:00:00.000000000,1,142,31
3557,Brad Newley,0,0,2007,54,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Daryl Morey,3435 days 00:00:00.000000000,0,142,31
3597,Nicolas Batum,0,0,2008,25,HOU,0,8,551,17276,6436,2860,1849,0.442,0.36,0.836,31.4,11.7,5.2,3.4,42.4,0.118,2.9,21.3,Daryl Morey,3435 days 00:00:00.000000000,0,142,37
3598,Maarty Leunen,0,0,2008,54,HOU,University of Oregon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Daryl Morey,3435 days 00:00:00.000000000,1,142,37
3690,Patrick Patterson,0,0,2010,14,HOU,University of Kentucky,6,412,9835,3301,1940,502,0.467,0.367,0.749,23.9,8,4.7,1.2,21.7,0.106,0.7,6.7,Daryl Morey,3435 days 00:00:00.000000000,1,142,39
3739,Marcus Morris,0,0,2011,14,HOU,University of Kansas,5,337,8351,3408,1401,487,0.431,0.363,0.699,24.8,10.1,4.2,1.4,15.2,0.087,-0.3,3.5,Daryl Morey,3435 days 00:00:00.000000000,1,142,32
3740,Nikola Mirotic,0,0,2011,23,HOU,0,2,148,3300,1610,766,197,0.406,0.355,0.804,22.3,10.9,5.2,1.3,9.6,0.14,1.2,2.6,Daryl Morey,3435 days 00:00:00.000000000,0,142,32
3741,Chandler Parsons,0,0,2011,38,HOU,University of Florida,5,340,11330,4876,1721,1031,0.474,0.38,0.705,33.3,14.3,5.1,3,27.7,0.118,2.4,12.5,Daryl Morey,3435 days 00:00:00.000000000,1,142,32
3782,Jeremy Lamb,0,0,2012,12,HOU,University of Connecticut,4,214,3545,1611,566,241,0.432,0.336,0.805,16.6,7.5,2.6,1.1,7.8,0.106,-1.3,0.6,Daryl Morey,3435 days 00:00:00.000000000,1,142,33
3783,Royce White,0,0,2012,16,HOU,Iowa State University,1,3,9,0,0,0,0,0,0,3,0,0,0,0,-0.121,-10.4,0,Daryl Morey,3435 days 00:00:00.000000000,1,142,33
3784,Terrence Jones,0,0,2012,18,HOU,University of Kentucky,4,178,4287,1845,1024,179,0.512,0.314,0.628,24.1,10.4,5.8,1,12.5,0.14,0.6,2.8,Daryl Morey,3435 days 00:00:00.000000000,1,142,33
3864,Isaiah Canaan,0,0,2013,34,HOU,Murray State University,3,146,3156,1379,285,257,0.368,0.363,0.818,21.6,9.4,2,1.8,3,0.046,-2.6,-0.5,Daryl Morey,3435 days 00:00:00.000000000,1,142,34
3916,Clint Capela,0,0,2014,25,HOU,0,2,89,1561,574,530,49,0.575,0,0.359,17.5,6.4,6,0.6,4.5,0.137,0,0.8,Daryl Morey,3435 days 00:00:00.000000000,0,142,40
3917,Nick Johnson,0,0,2014,42,HOU,University of Arizona,1,28,262,74,39,11,0.347,0.238,0.68,9.4,2.6,1.4,0.4,-0.1,-0.02,-7.3,-0.3,Daryl Morey,3435 days 00:00:00.000000000,1,142,40
3967,Sam Dekker,0,0,2015,18,HOU,University of Wisconsin,1,3,6,0,1,0,0,0,0,2,0,0.3,0,0,0.116,0.5,0,Daryl Morey,3435 days 00:00:00.000000000,1,142,35
3968,Montrezl Harrell,0,0,2015,32,HOU,University of Louisville,1,39,379,140,65,17,0.644,0,0.522,9.7,3.6,1.7,0.4,0.9,0.118,-1.9,0,Daryl Morey,3435 days 00:00:00.000000000,1,142,35
2512,Jose Ortiz,0,0,1987,15,UTA,Oregon State University,2,64,391,183,73,18,0.443,0.333,0.596,6.1,2.9,1.1,0.3,0,0.002,-5.4,-0.3,Dave Checketts,717 days 00:00:00.000000000,1,108,36
2513,Clarence Martin,0,0,1987,61,UTA,Western Kentucky University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dave Checketts,717 days 00:00:00.000000000,1,108,36
2514,Billy Donovan,0,0,1987,68,UTA,Providence College,1,44,364,105,25,87,0.404,0,0.81,8.3,2.4,0.6,2,-0.1,-0.009,-7.4,-0.5,Dave Checketts,717 days 00:00:00.000000000,1,108,36
2515,Reuben Holmes,0,0,1987,84,UTA,Alabama State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dave Checketts,717 days 00:00:00.000000000,1,108,36
2516,Bart Kofoed,0,0,1987,107,UTA,University of Nebraska at Kearney,5,111,702,162,56,108,0.387,0.188,0.614,6.3,1.5,0.5,1,0,0.002,-6,-0.7,Dave Checketts,717 days 00:00:00.000000000,1,108,36
2517,Art Sabb,0,0,1987,130,UTA,Bloomfield College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dave Checketts,717 days 00:00:00.000000000,1,108,36
2518,Keith Webster,0,0,1987,153,UTA,Harvard University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dave Checketts,717 days 00:00:00.000000000,1,108,36
2629,Eric Leckner,0,0,1988,17,UTA,University of Wyoming,8,449,5448,1835,1418,211,0.508,0,0.669,12.1,4.1,3.2,0.5,6.2,0.054,-4.9,-4,Dave Checketts,717 days 00:00:00.000000000,1,108,13
2630,Jeff Moe,0,0,1988,42,UTA,University of Iowa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dave Checketts,717 days 00:00:00.000000000,1,108,13
2631,Ricky Grace,0,0,1988,67,UTA,University of Oklahoma,1,3,8,4,1,1,0.667,0,0,2.7,1.3,0.3,0.3,0,0.103,-4.4,0,Dave Checketts,717 days 00:00:00.000000000,1,108,13
3141,Frederic Weis,0,0,1999,15,NYK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dave Checketts,111 days 00:00:00.000000000,0,108,27
3142,J.R. Koch,0,0,1999,46,NYK,University of Iowa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dave Checketts,111 days 00:00:00.000000000,1,108,27
